Entity,Code,Year,"Labor force participation rate, female (% of female population ages 15+) (national estimate)"
Mexico,MEX,2019,44.768
Mexico,MEX,2020,40.96
Mexico,MEX,2021,43.659
Mexico,MEX,2022,45.025
Mexico,MEX,2023,46.244
Micronesia (country),FSM,2014,46.192
Middle East and North Africa (WB),,2005,22.47935
Middle East and North Africa (WB),,2006,19.957693
Middle East and North Africa (WB),,2007,20.510645
Middle East and North Africa (WB),,2008,19.968983
Middle East and North Africa (WB),,2009,19.362274
Middle East and North Africa (WB),,2010,19.845201
Middle East and North Africa (WB),,2011,20.422777
Middle East and North Africa (WB),,2012,20.029556
Middle East and North Africa (WB),,2013,20.385536
Middle East and North Africa (WB),,2014,18.587086
Middle East and North Africa (WB),,2015,21.413357
Middle East and North Africa (WB),,2016,21.87378
Middle East and North Africa (WB),,2017,20.881134
Middle East and North Africa (WB),,2021,18.766232
Middle-income countries,,2000,49.63417
Middle-income countries,,2010,46.84893
Moldova,MDA,1989,61.64
Moldova,MDA,2000,56.327
Moldova,MDA,2001,54.708
Moldova,MDA,2002,54.751
Moldova,MDA,2003,56.051
Moldova,MDA,2004,54.564
Moldova,MDA,2005,55.03
Moldova,MDA,2006,57.696
Moldova,MDA,2007,59.32
Moldova,MDA,2008,59.819
Moldova,MDA,2009,60.487
Moldova,MDA,2010,63.685
Moldova,MDA,2011,65.212
Moldova,MDA,2012,65.974
Moldova,MDA,2013,66.57
Moldova,MDA,2014,70.157
Moldova,MDA,2015,70.402
Moldova,MDA,2016,70.008
Moldova,MDA,2017,68.614
Moldova,MDA,2018,67.78
Moldova,MDA,2019,70.071
Moldova,MDA,2020,69.364
Moldova,MDA,2021,71.978
Moldova,MDA,2022,72.832
Moldova,MDA,2023,71.25
Monaco,MCO,2016,39.8
Mongolia,MNG,1998,55.24
Mongolia,MNG,2000,55.5
Mongolia,MNG,2002,36.07
Mongolia,MNG,2003,56.042
Mongolia,MNG,2004,57.52
Mongolia,MNG,2005,56.33
Mongolia,MNG,2006,55.667
Mongolia,MNG,2007,55.7
Mongolia,MNG,2008,54.076
Mongolia,MNG,2009,53.85
Mongolia,MNG,2010,54.261
Mongolia,MNG,2011,55.032
Mongolia,MNG,2012,55.679
Mongolia,MNG,2013,54.005
Mongolia,MNG,2014,54.5
Mongolia,MNG,2015,54.031
Mongolia,MNG,2016,52.926
Mongolia,MNG,2017,53.954
Mongolia,MNG,2018,52.153
Mongolia,MNG,2019,58.325
Mongolia,MNG,2020,56.127
Mongolia,MNG,2021,53.507
Mongolia,MNG,2022,55.042
Mongolia,MNG,2023,52.747
Montenegro,MNE,2007,43.9
Montenegro,MNE,2008,43.9
Montenegro,MNE,2009,43.3
Montenegro,MNE,2010,42.191
Montenegro,MNE,2011,42.112
Montenegro,MNE,2012,43.486
Montenegro,MNE,2013,43.682
Montenegro,MNE,2014,46.231
Montenegro,MNE,2015,47.642
Montenegro,MNE,2016,47.582
Montenegro,MNE,2017,47.46
Montenegro,MNE,2018,48.095
Montenegro,MNE,2019,49.912
Montenegro,MNE,2020,46.401
Montenegro,MNE,2021,44.412
Montenegro,MNE,2022,52.234
Morocco,MAR,1960,8.79
Morocco,MAR,1971,12.57
Morocco,MAR,1982,16.887
Morocco,MAR,1990,25.1
Morocco,MAR,1994,20.147
Morocco,MAR,1995,30.51
Morocco,MAR,1998,22.26
Morocco,MAR,1999,30.31
Morocco,MAR,2000,29
Morocco,MAR,2001,25.46
Morocco,MAR,2002,24.88
Morocco,MAR,2003,27.25
Morocco,MAR,2004,28.37
Morocco,MAR,2005,27.92
Morocco,MAR,2006,19.43
Morocco,MAR,2007,28.25
Morocco,MAR,2008,26.56
Morocco,MAR,2009,19.27
Morocco,MAR,2010,25.88
Morocco,MAR,2011,25.48
Morocco,MAR,2012,24.74
Morocco,MAR,2013,25.12
Morocco,MAR,2014,25.24
Morocco,MAR,2015,24.79
Morocco,MAR,2016,23.72
Morocco,MAR,2021,20.9
Morocco,MAR,2022,19.8
Mozambique,MOZ,1970,31.98
Mozambique,MOZ,1980,86.5
Mozambique,MOZ,1997,86.96
Mozambique,MOZ,2003,87.8
Mozambique,MOZ,2015,78.144
Myanmar,MMR,1983,38.88
Myanmar,MMR,1990,24.9
Myanmar,MMR,2015,51.604
Myanmar,MMR,2017,48.51
Myanmar,MMR,2018,49.279
Myanmar,MMR,2019,47.14
Myanmar,MMR,2020,45.626
Namibia,NAM,1960,24.87
Namibia,NAM,1991,49.04
Namibia,NAM,1994,48.18
Namibia,NAM,1997,46.92
Namibia,NAM,2000,47.53
Namibia,NAM,2001,49.33
Namibia,NAM,2004,40.8
Namibia,NAM,2008,49.9
Namibia,NAM,2010,55.104
Namibia,NAM,2012,53.147
Namibia,NAM,2013,58.647
Namibia,NAM,2014,57.214
Namibia,NAM,2016,55.616
Namibia,NAM,2018,55.417
Nauru,NRU,1966,18.52
Nauru,NRU,2002,69.57
Nauru,NRU,2011,49.29
Nauru,NRU,2013,56.155
Nauru,NRU,2021,56.786
Nepal,NPL,1961,59.61
Nepal,NPL,1971,34.27
Nepal,NPL,1981,45.17
Nepal,NPL,1991,48.73
Nepal,NPL,1996,66.5
Nepal,NPL,1999,81.88
Nepal,NPL,2003,94
Nepal,NPL,2008,79.602
Nepal,NPL,2013,77.5
Nepal,NPL,2014,79.7
Nepal,NPL,2015,79.8
Nepal,NPL,2017,27.913
Netherlands,NLD,1960,22.62
Netherlands,NLD,1977,27.93
Netherlands,NLD,1979,29.4
Netherlands,NLD,1980,29.15
Netherlands,NLD,1981,30.64
Netherlands,NLD,1982,33.36
Netherlands,NLD,1983,34.012
Netherlands,NLD,1985,34.793
Netherlands,NLD,1986,35.87
Netherlands,NLD,1987,41.459
Netherlands,NLD,1988,41.801
Netherlands,NLD,1989,42.254
Netherlands,NLD,1990,43.889
Netherlands,NLD,1991,44.794
Netherlands,NLD,1992,46.105
Netherlands,NLD,1993,46.539
Netherlands,NLD,1994,47.695
Netherlands,NLD,1995,48.304
Netherlands,NLD,1996,49.29
Netherlands,NLD,1997,50.64
Netherlands,NLD,1998,51.467
Netherlands,NLD,1999,53.048
Netherlands,NLD,2000,54.142
Netherlands,NLD,2001,55.101
Netherlands,NLD,2002,55.879
Netherlands,NLD,2003,56.475
Netherlands,NLD,2004,56.929
Netherlands,NLD,2005,55.618
Netherlands,NLD,2006,56.117
Netherlands,NLD,2007,57.391
Netherlands,NLD,2008,58.273
Netherlands,NLD,2009,58.783
Netherlands,NLD,2010,58.706
Netherlands,NLD,2011,58.774
Netherlands,NLD,2012,59.301
Netherlands,NLD,2013,59.231
Netherlands,NLD,2014,58.444
Netherlands,NLD,2015,58.789
Netherlands,NLD,2016,58.73
Netherlands,NLD,2017,58.788
Netherlands,NLD,2018,59.11
Netherlands,NLD,2019,59.829
Netherlands,NLD,2020,59.868
Netherlands,NLD,2021,62.81
Netherlands,NLD,2022,63.554
Netherlands,NLD,2023,64.081
New Caledonia,NCL,1963,33.8
New Caledonia,NCL,1969,25.97
New Caledonia,NCL,1996,42.08
New Caledonia,NCL,2009,61.26
New Caledonia,NCL,2014,58.91
New Caledonia,NCL,2017,54.604
New Caledonia,NCL,2018,52.354
New Caledonia,NCL,2019,53.369
New Caledonia,NCL,2020,53.391
New Caledonia,NCL,2022,52.634
New Zealand,NZL,1986,54.624
New Zealand,NZL,1987,54.843
New Zealand,NZL,1988,54.188
New Zealand,NZL,1989,52.985
New Zealand,NZL,1990,53.978
New Zealand,NZL,1991,54.288
New Zealand,NZL,1992,54.011
New Zealand,NZL,1993,53.92
New Zealand,NZL,1994,55.06
New Zealand,NZL,1995,55.84
New Zealand,NZL,1996,57.175
New Zealand,NZL,1997,57.06
New Zealand,NZL,1998,56.964
New Zealand,NZL,1999,57.289
New Zealand,NZL,2000,57.397
New Zealand,NZL,2001,58.265
New Zealand,NZL,2002,58.977
New Zealand,NZL,2003,59.3
New Zealand,NZL,2004,59.789
New Zealand,NZL,2005,60.781
New Zealand,NZL,2006,61.29
New Zealand,NZL,2007,61.749
New Zealand,NZL,2008,62.053
New Zealand,NZL,2009,62.122
New Zealand,NZL,2010,61.987
New Zealand,NZL,2011,62.477
New Zealand,NZL,2012,62.587
New Zealand,NZL,2013,62.476
New Zealand,NZL,2014,63.393
New Zealand,NZL,2015,63.408
New Zealand,NZL,2016,64.618
New Zealand,NZL,2017,65.52
New Zealand,NZL,2018,65.745
New Zealand,NZL,2019,65.804
New Zealand,NZL,2020,65.185
New Zealand,NZL,2021,66.114
New Zealand,NZL,2022,66.898
New Zealand,NZL,2023,67.609
Nicaragua,NIC,1963,22.06
Nicaragua,NIC,1971,20.6
Nicaragua,NIC,1977,31.89
Nicaragua,NIC,1980,13.26
Nicaragua,NIC,1989,38.23
Nicaragua,NIC,1990,39.77
Nicaragua,NIC,1991,39.69
Nicaragua,NIC,1995,33.42
Nicaragua,NIC,1996,33.74
Nicaragua,NIC,1998,34.3
Nicaragua,NIC,1999,34.61
Nicaragua,NIC,2000,44.5
Nicaragua,NIC,2001,42.036
Nicaragua,NIC,2003,46.4
Nicaragua,NIC,2004,44.6
Nicaragua,NIC,2005,44.8
Nicaragua,NIC,2006,43.48
Nicaragua,NIC,2007,42.2
Nicaragua,NIC,2008,43.7
Nicaragua,NIC,2012,66.675
Nicaragua,NIC,2013,64.76
Nicaragua,NIC,2014,48.049
Niger,NER,1960,6.11
Niger,NER,1977,7.2
Niger,NER,1988,21.81
Niger,NER,2001,39.34
Niger,NER,2005,39.02
Niger,NER,2011,69.193
Niger,NER,2012,20.255
Niger,NER,2014,62.971
Niger,NER,2017,15.063
Niger,NER,2019,61.235
Niger,NER,2022,73.288
Nigeria,NGA,1963,27.69
Nigeria,NGA,1983,36.68
Nigeria,NGA,1986,37.21
Nigeria,NGA,1991,40.3
Nigeria,NGA,2004,48.45
Nigeria,NGA,2011,56.899
Nigeria,NGA,2013,56.433
Nigeria,NGA,2019,52.142
Nigeria,NGA,2022,77.17
North America (WB),,1960,37.7
North America (WB),,1961,37.390205
North America (WB),,1962,37.9
North America (WB),,1963,38.3
North America (WB),,1964,38.7
North America (WB),,1965,39.3
North America (WB),,1966,40.3
North America (WB),,1967,41.1
North America (WB),,1968,41.6
North America (WB),,1969,42.7
North America (WB),,1970,43.303787
North America (WB),,1971,43.08332
North America (WB),,1972,43.9
North America (WB),,1973,44.7
North America (WB),,1974,45.7
North America (WB),,1975,46.3
North America (WB),,1976,47.154545
North America (WB),,1977,48.225605
North America (WB),,1978,49.806927
North America (WB),,1979,50.757072
North America (WB),,1980,51.41824
North America (WB),,1981,52.092293
North America (WB),,1982,52.555042
North America (WB),,1983,52.906624
North America (WB),,1984,53.616665
North America (WB),,1985,54.54144
North America (WB),,1986,55.34068
North America (WB),,1987,56.044727
North America (WB),,1988,56.680424
North America (WB),,1989,57.47031
North America (WB),,1990,57.599735
North America (WB),,1991,57.5053
North America (WB),,1992,57.803707
North America (WB),,1993,57.87615
North America (WB),,1994,58.72724
North America (WB),,1995,58.890537
North America (WB),,1996,59.154236
North America (WB),,1997,59.68614
North America (WB),,1998,59.699577
North America (WB),,1999,59.921463
North America (WB),,2000,59.88904
North America (WB),,2001,59.783672
North America (WB),,2002,59.751842
North America (WB),,2003,59.74669
North America (WB),,2004,59.45038
North America (WB),,2005,59.499393
North America (WB),,2006,59.619846
North America (WB),,2007,59.619884
North America (WB),,2008,59.77689
North America (WB),,2009,59.53137
North America (WB),,2010,59.015858
North America (WB),,2011,58.52311
North America (WB),,2012,58.155167
North America (WB),,2013,57.73739
North America (WB),,2014,57.467533
North America (WB),,2015,57.17724
North America (WB),,2016,57.279476
North America (WB),,2017,57.509148
North America (WB),,2018,57.53895
North America (WB),,2019,57.886047
North America (WB),,2020,56.586445
North America (WB),,2021,56.62261
North America (WB),,2022,57.296494
North America (WB),,2023,57.808144
North Macedonia,MKD,1991,45.69
North Macedonia,MKD,1994,38
North Macedonia,MKD,1996,42.95
North Macedonia,MKD,1997,41.2
North Macedonia,MKD,1998,42.2
North Macedonia,MKD,1999,40.83
North Macedonia,MKD,2000,41.7
North Macedonia,MKD,2001,45.5
North Macedonia,MKD,2002,41.46
North Macedonia,MKD,2003,43.39
North Macedonia,MKD,2005,42.783
North Macedonia,MKD,2006,41.611
North Macedonia,MKD,2007,42.892
North Macedonia,MKD,2008,42.558
North Macedonia,MKD,2009,42.561
North Macedonia,MKD,2010,41.162
North Macedonia,MKD,2011,43.393
North Macedonia,MKD,2012,43.088
North Macedonia,MKD,2013,44.516
North Macedonia,MKD,2014,44.16
North Macedonia,MKD,2015,43.458
North Macedonia,MKD,2016,42.46
North Macedonia,MKD,2017,42.891
North Macedonia,MKD,2018,42.97
North Macedonia,MKD,2019,44.782
North Macedonia,MKD,2020,43.892
North Macedonia,MKD,2021,43.064
North Macedonia,MKD,2022,42.316
North Macedonia,MKD,2023,42.468
Northern Mariana Islands,MNP,1985,44.44
Northern Mariana Islands,MNP,1990,75.33
Northern Mariana Islands,MNP,1995,74.05
Northern Mariana Islands,MNP,2003,81.33
Northern Mariana Islands,MNP,2010,66.56
Norway,NOR,1960,23.82
Norway,NOR,1970,27.69
Norway,NOR,1980,55.22
Norway,NOR,1981,56.37
Norway,NOR,1982,56.45
Norway,NOR,1983,57.63
Norway,NOR,1984,58.14
Norway,NOR,1985,59.55
Norway,NOR,1986,62.31
Norway,NOR,1987,63.84
Norway,NOR,1988,63.74
Norway,NOR,1989,62.41
Norway,NOR,1990,62.378
Norway,NOR,1991,62.33
Norway,NOR,1992,62.234
Norway,NOR,1993,62.251
Norway,NOR,1994,62.692
Norway,NOR,1995,64.536
Norway,NOR,1996,66.107
Norway,NOR,1997,67.753
Norway,NOR,1998,69.175
Norway,NOR,1999,69.238
Norway,NOR,2000,69.215
Norway,NOR,2001,69.496
Norway,NOR,2002,70.475
Norway,NOR,2003,69.11
Norway,NOR,2004,69.086
Norway,NOR,2005,68.517
Norway,NOR,2006,68.258
Norway,NOR,2007,69.386
Norway,NOR,2008,70.597
Norway,NOR,2009,69.717
Norway,NOR,2010,68.658
Norway,NOR,2011,68.634
Norway,NOR,2012,68.437
Norway,NOR,2013,68.361
Norway,NOR,2014,68.183
Norway,NOR,2015,68.163
Norway,NOR,2016,67.658
Norway,NOR,2017,67.047
Norway,NOR,2018,67.142
Norway,NOR,2019,64.521
Norway,NOR,2020,61.978
Norway,NOR,2021,60.714
Norway,NOR,2022,62.161
Norway,NOR,2023,62.131
Oman,OMN,2000,12.7
Oman,OMN,2003,24.61
Oman,OMN,2008,24.872
Oman,OMN,2013,20.48
Oman,OMN,2016,29.746
Oman,OMN,2017,35.99
Oman,OMN,2018,35.6
Oman,OMN,2019,37.04
Oman,OMN,2020,38.74
Oman,OMN,2021,34.97
Oman,OMN,2022,39.93
Pakistan,PAK,1961,6.14
Pakistan,PAK,1972,5.44
Pakistan,PAK,1976,7.08
Pakistan,PAK,1977,7.08
Pakistan,PAK,1978,7.04
Pakistan,PAK,1979,7.05
Pakistan,PAK,1980,7.04
Pakistan,PAK,1981,12.58
Pakistan,PAK,1982,12.58
Pakistan,PAK,1983,11.32
Pakistan,PAK,1984,11.29
Pakistan,PAK,1985,9.16
Pakistan,PAK,1986,9.6
Pakistan,PAK,1988,11.31
Pakistan,PAK,1989,23.1
Pakistan,PAK,1990,11.31
Pakistan,PAK,1991,13.96
Pakistan,PAK,1992,13.96
Pakistan,PAK,1993,14.32
Pakistan,PAK,1994,14.73
Pakistan,PAK,1995,12.67
Pakistan,PAK,1997,14.97
Pakistan,PAK,1998,15.27
Pakistan,PAK,2000,16.26
Pakistan,PAK,2002,16.24
Pakistan,PAK,2004,17.96
Pakistan,PAK,2005,15.706
Pakistan,PAK,2006,19.085
Pakistan,PAK,2007,19.471
Pakistan,PAK,2008,19.977
Pakistan,PAK,2009,21.049
Pakistan,PAK,2010,22.07
Pakistan,PAK,2011,22.382
Pakistan,PAK,2012,20.96
Pakistan,PAK,2013,22.884
Pakistan,PAK,2014,23.22
Pakistan,PAK,2015,24.222
Pakistan,PAK,2016,22.566
Pakistan,PAK,2018,21.86
Pakistan,PAK,2019,23.525
Pakistan,PAK,2021,24.53
Palau,PLW,1995,59.51
Palau,PLW,2000,48.976
Palau,PLW,2005,58.1
Palau,PLW,2014,55.56
Palau,PLW,2020,59.212
Palestine,PSE,2000,12.295
Palestine,PSE,2001,9.94
Palestine,PSE,2002,9.951
Palestine,PSE,2003,12.354
Palestine,PSE,2004,12.694
Palestine,PSE,2005,12.595
Palestine,PSE,2006,13.298
Palestine,PSE,2007,14.834
Palestine,PSE,2008,14.516
Palestine,PSE,2009,14.383
Palestine,PSE,2010,13.827
Palestine,PSE,2011,15.395
Palestine,PSE,2012,15.923
Palestine,PSE,2013,15.574
Palestine,PSE,2014,16.289
Palestine,PSE,2015,17.694
Palestine,PSE,2016,17.124
Palestine,PSE,2017,17.343
Palestine,PSE,2018,17.339
Palestine,PSE,2019,18.044
Palestine,PSE,2020,16.116
Palestine,PSE,2021,17.207
Palestine,PSE,2022,18.577
Panama,PAN,1960,24.72
Panama,PAN,1970,30.28
Panama,PAN,1979,34.89
Panama,PAN,1980,29.08
Panama,PAN,1983,33.53
Panama,PAN,1984,34.09
Panama,PAN,1985,37.42
Panama,PAN,1986,34.74
Panama,PAN,1988,35.9
Panama,PAN,1989,37.92
Panama,PAN,1990,32.24
Panama,PAN,1991,38.23
Panama,PAN,1993,40.62
Panama,PAN,1994,41.44
Panama,PAN,1995,42.54
Panama,PAN,1997,43.13
Panama,PAN,1998,42.52
Panama,PAN,1999,43.21
Panama,PAN,2000,40.9
Panama,PAN,2001,39.4
Panama,PAN,2002,45.85
Panama,PAN,2003,46.36
Panama,PAN,2004,46.47
Panama,PAN,2005,47.25
Panama,PAN,2006,45.64
Panama,PAN,2007,46.17
Panama,PAN,2008,47.28
Panama,PAN,2009,48.27
Panama,PAN,2010,47.068
Panama,PAN,2011,45.57
Panama,PAN,2012,47.873
Panama,PAN,2013,49.162
Panama,PAN,2014,49.628
Panama,PAN,2015,50.301
Panama,PAN,2016,50.645
Panama,PAN,2017,50.732
Panama,PAN,2018,52.358
Panama,PAN,2019,54.54
Panama,PAN,2020,53.181
Panama,PAN,2021,46.713
Panama,PAN,2022,49.71
Panama,PAN,2023,50.372
Papua New Guinea,PNG,1966,91.99
Papua New Guinea,PNG,1971,57.37
Papua New Guinea,PNG,2000,71.34
Papua New Guinea,PNG,2010,47.68
Papua New Guinea,PNG,2022,50.65
Paraguay,PRY,1962,24.75
Paraguay,PRY,1972,22.95
Paraguay,PRY,1982,21.91
Paraguay,PRY,1989,53.38
Paraguay,PRY,1990,50.78
Paraguay,PRY,1991,48.16
Paraguay,PRY,1992,50.69
Paraguay,PRY,1993,52.88
Paraguay,PRY,1994,52.75
Paraguay,PRY,1995,63.2
Paraguay,PRY,1996,57.7
Paraguay,PRY,1998,48.125
Paraguay,PRY,1999,47.792
Paraguay,PRY,2000,53.5
Paraguay,PRY,2001,52.566
Paraguay,PRY,2002,51.887
Paraguay,PRY,2003,51.735
Paraguay,PRY,2004,57.024
Paraguay,PRY,2005,55.756
Paraguay,PRY,2006,51.249
Paraguay,PRY,2007,54.283
Paraguay,PRY,2008,53.87
Paraguay,PRY,2009,55.192
Paraguay,PRY,2010,53.033
Paraguay,PRY,2011,54.682
Paraguay,PRY,2012,59.908
Paraguay,PRY,2013,57.895
Paraguay,PRY,2014,54.673
Paraguay,PRY,2015,55.127
Paraguay,PRY,2016,56.528
Paraguay,PRY,2017,57.898
Paraguay,PRY,2018,59.462
Paraguay,PRY,2019,60.352
Paraguay,PRY,2020,57.259
Paraguay,PRY,2021,59.949
Paraguay,PRY,2022,59.061
Paraguay,PRY,2023,59.149
Peru,PER,1961,22.37
Peru,PER,1972,19.96
Peru,PER,1979,31.2
Peru,PER,1980,31.29
Peru,PER,1981,25.29
Peru,PER,1982,31.48
Peru,PER,1984,39.75
Peru,PER,1986,49.79
Peru,PER,1987,48.38
Peru,PER,1989,48.18
Peru,PER,1990,47.8
Peru,PER,1991,43.55
Peru,PER,1992,43.8
Peru,PER,1993,29.75
Peru,PER,1994,46.47
Peru,PER,1995,49.48
Peru,PER,1997,64.756
Peru,PER,1998,63.543
Peru,PER,1999,63.803
Peru,PER,2000,63.516
Peru,PER,2001,61.467
Peru,PER,2002,68.362
Peru,PER,2003,61.814
Peru,PER,2004,66.941
Peru,PER,2005,64.29
Peru,PER,2006,67.538
Peru,PER,2007,70.109
Peru,PER,2008,70.265
Peru,PER,2009,70.537
Peru,PER,2010,71.999
Peru,PER,2011,71.183
Peru,PER,2012,70.862
Peru,PER,2013,70.147
Peru,PER,2014,69.238
Peru,PER,2015,67.591
Peru,PER,2016,67.664
Peru,PER,2017,69.346
Peru,PER,2018,69.805
Peru,PER,2019,69.994
Peru,PER,2020,59.81
Peru,PER,2021,64.773
Peru,PER,2022,66.732
Peru,PER,2023,65.098
Philippines,PHL,1960,27.21
Philippines,PHL,1970,34
Philippines,PHL,1975,24.47
Philippines,PHL,1976,26.1
Philippines,PHL,1978,46.8
Philippines,PHL,1980,13.65
Philippines,PHL,1983,50.09
Philippines,PHL,1985,47.95
Philippines,PHL,1987,48.28
Philippines,PHL,1988,47.92
Philippines,PHL,1989,47.35
Philippines,PHL,1990,47.53
Philippines,PHL,1991,47.05
Philippines,PHL,1992,47.83
Philippines,PHL,1993,47.8
Philippines,PHL,1994,47.32
Philippines,PHL,1995,49.04
Philippines,PHL,1996,48.96
Philippines,PHL,1997,48.93
Philippines,PHL,1998,49.29
Philippines,PHL,1999,49.95
Philippines,PHL,2000,48.37
Philippines,PHL,2001,47.613
Philippines,PHL,2002,51.7
Philippines,PHL,2003,46.931
Philippines,PHL,2004,46.597
Philippines,PHL,2005,47.335
Philippines,PHL,2006,47.483
Philippines,PHL,2007,47.483
Philippines,PHL,2008,46.946
Philippines,PHL,2009,47.748
Philippines,PHL,2010,48.004
Philippines,PHL,2011,48.828
Philippines,PHL,2012,48.36
Philippines,PHL,2013,48.247
Philippines,PHL,2014,49.034
Philippines,PHL,2015,48.571
Philippines,PHL,2016,48.071
Philippines,PHL,2017,44.917
Philippines,PHL,2018,45.393
Philippines,PHL,2019,46.418
Philippines,PHL,2020,42.535
Philippines,PHL,2021,44.055
Philippines,PHL,2022,50.242
Poland,POL,1960,58.57
Poland,POL,1970,62.01
Poland,POL,1978,58.7
Poland,POL,1988,56.97
Poland,POL,1992,62.594
Poland,POL,1993,62.131
Poland,POL,1994,62.085
Poland,POL,1995,61.016
Poland,POL,1996,60.495
Poland,POL,1997,50.193
Poland,POL,1998,49.953
Poland,POL,1999,49.691
Poland,POL,2000,48.873
Poland,POL,2001,49.693
Poland,POL,2002,48.838
Poland,POL,2003,48.188
Poland,POL,2004,47.692
Poland,POL,2005,47.625
Poland,POL,2006,47.009
Poland,POL,2007,46.766
Poland,POL,2008,47.169
Poland,POL,2009,47.797
Poland,POL,2010,48.247
Poland,POL,2011,48.415
Poland,POL,2012,48.768
Poland,POL,2013,48.597
Poland,POL,2014,48.8
Poland,POL,2015,48.832
Poland,POL,2016,48.812
Poland,POL,2017,48.889
Poland,POL,2018,48.907
Poland,POL,2019,48.593
Poland,POL,2020,48.345
Poland,POL,2021,50.582
Poland,POL,2022,51.189
Poland,POL,2023,51.972
Portugal,PRT,1960,16.97
Portugal,PRT,1970,24.6
Portugal,PRT,1978,44.68
Portugal,PRT,1979,46.94
Portugal,PRT,1980,46.31
Portugal,PRT,1981,46.96
Portugal,PRT,1982,46.52
Portugal,PRT,1984,47.27
Portugal,PRT,1985,46.18
Portugal,PRT,1986,45.48
Portugal,PRT,1987,46.297
Portugal,PRT,1988,46.596
Portugal,PRT,1989,47.163
Portugal,PRT,1990,47.519
Portugal,PRT,1991,49.892
Portugal,PRT,1992,49.457
Portugal,PRT,1993,49.483
Portugal,PRT,1994,49.566
Portugal,PRT,1995,49.472
Portugal,PRT,1996,49.339
Portugal,PRT,1997,49.437
Portugal,PRT,1998,51.884
Portugal,PRT,1999,52.3
Portugal,PRT,2000,52.712
Portugal,PRT,2001,53.448
Portugal,PRT,2002,54.069
Portugal,PRT,2003,54.772
Portugal,PRT,2004,54.29
Portugal,PRT,2005,55.293
Portugal,PRT,2006,55.539
Portugal,PRT,2007,55.954
Portugal,PRT,2008,55.825
Portugal,PRT,2009,55.649
Portugal,PRT,2010,55.866
Portugal,PRT,2011,54.619
Portugal,PRT,2012,54.685
Portugal,PRT,2013,54.138
Portugal,PRT,2014,53.815
Portugal,PRT,2015,53.746
Portugal,PRT,2016,53.503
Portugal,PRT,2017,54.065
Portugal,PRT,2018,54.477
Portugal,PRT,2019,54.781
Portugal,PRT,2020,53.474
Portugal,PRT,2021,53.819
Portugal,PRT,2022,54.701
Portugal,PRT,2023,55.562
Puerto Rico,PRI,1960,20
Puerto Rico,PRI,1970,23.72
Puerto Rico,PRI,1976,26.85
Puerto Rico,PRI,1977,27.71
Puerto Rico,PRI,1978,27.84
Puerto Rico,PRI,1979,27.86
Puerto Rico,PRI,1980,28.09
Puerto Rico,PRI,1981,28.47
Puerto Rico,PRI,1982,28.31
Puerto Rico,PRI,1983,26.77
Puerto Rico,PRI,1984,26.82
Puerto Rico,PRI,1985,28.16
Puerto Rico,PRI,1986,28.11
Puerto Rico,PRI,1987,29.27
Puerto Rico,PRI,1988,31.7
Puerto Rico,PRI,1990,30.91
Puerto Rico,PRI,1991,31.22
Puerto Rico,PRI,1992,32.11
Puerto Rico,PRI,1993,34.2
Puerto Rico,PRI,1995,33.66
Puerto Rico,PRI,1996,34.25
Puerto Rico,PRI,1997,35.17
Puerto Rico,PRI,1998,35.12
Puerto Rico,PRI,1999,36.67
Puerto Rico,PRI,2000,34.9
Puerto Rico,PRI,2002,36.26
Puerto Rico,PRI,2003,37.01
Puerto Rico,PRI,2004,36.56
Puerto Rico,PRI,2005,37.87
Puerto Rico,PRI,2006,38.24
Puerto Rico,PRI,2007,37.09
Puerto Rico,PRI,2008,36.5
Puerto Rico,PRI,2010,34.1
Puerto Rico,PRI,2011,33.3
Puerto Rico,PRI,2012,33.5
Puerto Rico,PRI,2015,31.93
Qatar,QAT,1986,27.5
Qatar,QAT,1997,33.44
Qatar,QAT,2004,40.6
Qatar,QAT,2007,49.35
Qatar,QAT,2009,49.13
Qatar,QAT,2010,52.21
Qatar,QAT,2011,52.12
Qatar,QAT,2012,52.4
Qatar,QAT,2013,48.6
Qatar,QAT,2014,54.98
Qatar,QAT,2015,57.85
Qatar,QAT,2016,60.39
Qatar,QAT,2017,58.43
Qatar,QAT,2018,57.9
Qatar,QAT,2019,57.94
Qatar,QAT,2020,58.4
Qatar,QAT,2021,59.6
Qatar,QAT,2022,61.73
Romania,ROU,1966,63.86
Romania,ROU,1977,59.7
Romania,ROU,1992,51.62
Romania,ROU,1995,60.45
Romania,ROU,1996,57.39
Romania,ROU,1997,59.684
Romania,ROU,1998,58.596
Romania,ROU,1999,58.676
Romania,ROU,2000,58.199
Romania,ROU,2001,57.085
Romania,ROU,2002,51.284
Romania,ROU,2003,49.069
Romania,ROU,2004,48.712
Romania,ROU,2005,46.869
Romania,ROU,2006,47.837
Romania,ROU,2007,47.457
Romania,ROU,2008,46.806
Romania,ROU,2009,46.633
Romania,ROU,2010,46.185
Romania,ROU,2011,46.085
Romania,ROU,2012,46.239
Romania,ROU,2013,45.977
Romania,ROU,2014,46.156
Romania,ROU,2015,45.223
Romania,ROU,2016,44.434
Romania,ROU,2017,45.888
Romania,ROU,2018,45.631
Romania,ROU,2019,45.561
Romania,ROU,2020,45.331
Romania,ROU,2021,41.023
Romania,ROU,2022,42.293
Romania,ROU,2023,41.928
Russia,RUS,1989,60.95
Russia,RUS,1992,64.068
